ctime,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1416249976.437,template1,0,0,0,0,0,0,0,0,0,0
1416249976.437,template0,0,0,0,0,0,0,0,0,0,0
1416249976.437,postgres,0,3,1,104,1668,1114,913,0,0,0
1416249976.437,dbt3,13,85,0,401,10488,7112,4912,235,2,440
1416250036.43899,template1,0,0,0,0,0,0,0,0,0,0
1416250036.43899,template0,0,0,0,0,0,0,0,0,0,0
1416250036.43899,postgres,0,5,1,104,1726,2040,924,0,0,0
1416250036.43899,dbt3,8,144,0,490993,1443997,45417460,11616,11600476,28,441
1416250096.44417,template1,0,0,0,0,0,0,0,0,0,0
1416250096.44417,template0,0,0,0,0,0,0,0,0,0,0
1416250096.44417,postgres,0,7,1,104,1784,2966,935,0,0,0
1416250096.44417,dbt3,6,170,0,995588,3179988,105424272,14663,26600589,29,441
1416250156.44289,template1,0,0,0,0,0,0,0,0,0,0
1416250156.44289,template0,0,0,0,0,0,0,0,0,0,0
1416250156.44289,postgres,0,9,1,104,1842,3892,946,0,0,0
1416250156.44289,dbt3,6,182,0,995588,3183500,105429489,16188,26600589,29,441
1416250216.44676,template1,0,0,0,0,0,0,0,0,0,0
1416250216.44676,template0,0,0,0,0,0,0,0,0,0,0
1416250216.44676,postgres,0,11,1,104,1900,4818,957,0,0,0
1416250216.44676,dbt3,6,196,0,995588,3187544,105435325,18003,26600589,29,441
1416250276.44959,template1,0,0,0,0,0,0,0,0,0,0
1416250276.44959,template0,0,0,0,0,0,0,0,0,0,0
1416250276.44959,postgres,0,13,1,104,1958,5744,968,0,0,0
1416250276.44959,dbt3,5,207,0,995588,3190759,105440030,19345,26600589,29,441
1416250336.45039,template1,0,0,0,0,0,0,0,0,0,0
1416250336.45039,template0,0,0,0,0,0,0,0,0,0,0
1416250336.45039,postgres,0,15,1,104,2016,6670,979,0,0,0
1416250336.45039,dbt3,12,230,0,2981111,5647965,165431461,21022,86586646,29,441
1416250396.45379,template1,0,0,0,0,0,0,0,0,0,0
1416250396.45379,template0,0,0,0,0,0,0,0,0,0,0
1416250396.45379,postgres,0,17,1,104,2074,7596,990,0,0,0
1416250396.45379,dbt3,8,242,0,3895999,5802139,225422871,22673,86586650,29,441
1416250456.45631,template1,0,0,0,0,0,0,0,0,0,0
1416250456.45631,template0,0,0,0,0,0,0,0,0,0,0
1416250456.45631,postgres,0,19,1,104,2132,8522,1001,0,0,0
1416250456.45631,dbt3,10,260,0,4291417,6476005,285414440,24464,86586656,29,441
1416250516.45983,template1,0,0,0,0,0,0,0,0,0,0
1416250516.45983,template0,0,0,0,0,0,0,0,0,0,0
1416250516.45983,postgres,0,21,1,104,2190,9448,1012,0,0,0
1416250516.45983,dbt3,7,277,0,8509914,6523510,525364482,26558,86586677,31,441
1416250576.45857,template1,0,0,0,0,0,0,0,0,0,0
1416250576.45857,template0,0,0,0,0,0,0,0,0,0,0
1416250576.45857,postgres,0,23,1,104,2248,10374,1023,0,0,0
1416250576.45857,dbt3,3,289,0,9544209,6558418,585356093,28348,86586685,31,441
1416250636.46414,template1,0,0,0,0,0,0,0,0,0,0
1416250636.46414,template0,0,0,0,0,0,0,0,0,0,0
1416250636.46414,postgres,0,25,1,104,2306,11300,1034,0,0,0
1416250636.46414,dbt3,5,307,0,9544209,6562319,585361574,30043,86586685,31,441
1416250696.46368,template1,0,0,0,0,0,0,0,0,0,0
1416250696.46368,template0,0,0,0,0,0,0,0,0,0,0
1416250696.46368,postgres,0,27,1,104,2364,12226,1045,0,0,0
1416250696.46368,dbt3,2,316,0,9544209,6565568,585366757,31447,86586685,31,441
